PRIM_STATE,H_MEAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,11.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,10.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,20.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,20.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,11.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,28.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,16.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,9.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,11.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,12.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,12.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,10.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,10.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,9.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,9.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,11.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,10.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,11.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,10.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,11.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,13.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,19.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,22.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,11.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,10.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,13.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,19.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,19.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,18.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,13.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,23.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,20.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,19.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,15.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,11.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,11.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,10.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,10.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,11.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,19.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,13.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,22.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,16.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,12.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,18.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,11.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,15.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,16.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,10.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,13.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,12.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,8.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,19.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,34.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,10.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,13.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,15.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,12.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,26.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,33.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,29.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,21.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,30.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,42.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,31.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,32.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,29.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,61.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,13.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,13.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,26.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,12.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,25.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,18.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,18.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,21.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,14.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,20.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,27.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,16.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,18.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,16.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,21.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,15.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,10.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,15.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,11.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,16.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,18.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,13.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,23.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,21.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,18.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,13.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,18.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,18.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,25.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,25.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,24.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,23.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,19.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,29.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,19.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,18.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,14.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,18.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,13.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,14.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,12.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,19.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,21.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,27.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,13.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,13.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,12.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,14.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,10.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,33.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,19.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,18.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,12.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,21.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,31.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,30.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,22.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,20.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,19.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,21.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,19.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,15.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,20.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,18.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,23.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,20.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,20.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,21.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,19.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,22.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,18.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,29.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,20.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,21.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,14.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,14.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,15.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,13.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,14.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,13.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,25.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,39.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,15.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,18.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,15.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,19.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,20.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,22.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,19.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,22.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,25.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,23.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,18.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,24.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,24.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,33.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,20.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,28.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,37.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,22.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,28.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,45.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,23.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,16.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,22.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,32.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,21.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,16.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,20.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,22.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,20.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,25.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,21.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,20.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,18.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,12.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,20.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,13.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,18.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,25.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,23.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,19.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,25.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,23.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,24.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,36.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,26.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,25.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,23.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,18.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,24.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,24.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,20.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,14.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,19.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,18.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,31.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,31.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,22.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,15.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,22.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,21.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,14.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,12.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,14.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,12.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,10.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,11.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,14.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,12.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,16.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,18.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,24.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,16.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,18.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,19.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,22.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,21.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,20.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,19.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,16.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,16.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,26.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,21.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,23.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,15.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,16.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,15.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,18.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,20.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,15.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,15.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,11.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,11.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,11.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,12.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,11.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,13.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,15.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,12.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,14.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,16.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,21.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,13.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,15.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,14.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,15.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,14.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,54.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,53.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,39.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,23.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,21.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,36.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,30.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,28.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,25.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,27.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,22.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,13.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,20.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,13.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,19.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,21.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,20.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,19.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,12.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,15.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,16.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,19.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,13.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,19.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,26.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,15.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,16.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,16.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,24.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,23.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,12.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,14.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,24.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,26.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,47.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,27.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,10.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,13.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,22.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,16.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,9.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,16.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,12.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,10.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,16.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,45.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,20.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,29.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,28.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,12.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,13.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,21.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,36.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,15.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,26.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,21.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,23.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,15.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,22.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,17.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,11.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,14.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,15.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,12.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,14.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,24.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,25.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,30.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,51.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,71.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,49.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,50.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,44.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,51.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,38.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,46.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,47.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,59.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
